Date,Channel,Campaign Name,Campaign Type,Region,Device,Impressions,Clicks,Conversions,Cost,Revenue
2025-08-19,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,381,9,0,9.77,0.0
2025-12-21,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,2382,51,1,69.09,134.6
2025-08-10,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Desktop,1301,27,0,50.27,0.0
2025-08-25,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1344,14,0,6.5,0.0
2025-02-24,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,2760,60,0,118.65,0.0
2025-10-03,Email,Email - Retargeting - LA,Retargeting,LATAM,Mobile,619,20,1,-0.6,151.0
2025-02-03,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Mobile,1712,20,1,44.1,133.99
2025-01-11,YouTube,YouTube - Brand Awareness - No,Brand Awareness,North America,Tablet,631,3,0,1.35,0.0
2025-02-11,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Desktop,579,9,0,10.67,0.0
2025-11-03,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,1898,47,1,59.44,101.94
2025-12-20,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Desktop,2152,44,1,81.67,138.49
2025-10-18,Email,Email - Retargeting - LA,Retargeting,LATAM,Desktop,1398,49,3,21.05,351.55
2025-12-24,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Mobile,1712,31,1,37.45,138.17
2025-10-24,YouTube,YouTube - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1283,7,0,4.12,0.0
2025-11-22,LinkedIn,LinkedIn - Brand Awareness - No,Brand Awareness,North America,Mobile,983,7,0,30.58,0.0
2025-09-07,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1940,63,1,144.36,138.47
2026-01-04,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Mobile,1055,13,0,6.85,0.0
2025-09-12,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Desktop,2644,54,1,84.01,115.0
2025-03-30,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Desktop,1825,36,1,45.18,127.97
2025-02-10,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,739,11,0,15.75,0.0
2025-02-19,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2182,35,0,28.91,0.0
2025-09-06,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Tablet,2336,55,0,96.13,0.0
2025-07-14,Facebook,Facebook - Retargeting - No,Retargeting,North America,Mobile,2053,23,1,7.8,149.23
2025-04-22,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Desktop,1417,15,0,31.09,0.0
2025-09-05,YouTube,YouTube - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1001,5,0,-2.27,0.0
2025-03-14,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Mobile,970,9,0,7.48,0.0
2025-11-21,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Tablet,1721,50,1,109.32,103.09
2025-09-02,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Desktop,2615,57,0,51.82,0.0
2025-12-20,LinkedIn,LinkedIn - Conversion - No,Conversion,North America,Mobile,1262,9,0,45.74,0.0
2025-08-10,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Desktop,2618,44,1,64.8,143.37
2025-12-08,Email,Email - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1426,38,0,-6.44,0.0
2025-06-06,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1563,39,1,64.24,160.25
2025-06-01,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Desktop,944,10,0,23.03,0.0
2025-08-01,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Desktop,1418,20,0,33.77,0.0
2025-10-11,YouTube,YouTube - Retargeting - No,Retargeting,North America,Desktop,1254,5,0,0.63,0.0
2025-07-06,Email,Email - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,937,27,0,-15.46,0.0
2025-10-20,Email,Email - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,823,26,0,3.35,0.0
2025-01-10,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Mobile,2150,28,0,52.41,0.0
2025-01-25,YouTube,YouTube - Lead Generation - LA,Lead Generation,LATAM,Tablet,1299,6,0,5.3,0.0
2025-02-13,YouTube,YouTube - Lead Generation - Eu,Lead Generation,Europe,Desktop,684,3,0,1.85,0.0
2025-01-17,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,1271,38,0,96.88,0.0
2025-04-20,Email,Email - Lead Generation - LA,Lead Generation,LATAM,Mobile,1116,30,0,-12.0,0.0
2025-11-15,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,935,6,0,30.48,0.0
2025-08-14,YouTube,YouTube - Lead Generation - Eu,Lead Generation,Europe,Desktop,961,4,0,2.78,0.0
2025-09-04,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Desktop,1887,19,0,34.45,0.0
2025-11-12,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Tablet,1462,27,0,48.17,0.0
2025-08-26,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Mobile,776,5,0,27.43,0.0
2025-09-08,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Desktop,1020,14,0,14.51,0.0
2025-05-31,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Desktop,1860,53,1,79.41,120.94
2025-11-23,YouTube,YouTube - Retargeting - As,Retargeting,Asia Pacific,Desktop,869,5,0,0.75,0.0
2025-04-25,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1679,54,1,111.85,157.92
2025-03-31,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Tablet,2345,47,0,67.49,0.0
2025-11-24,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,610,19,0,46.47,0.0
2025-10-18,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Desktop,910,11,0,12.31,0.0
2025-03-17,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Mobile,1102,10,0,7.03,0.0
2025-12-25,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,677,7,0,4.43,0.0
2025-02-03,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Desktop,1018,14,0,25.8,0.0
2025-07-04,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Mobile,1153,9,0,12.54,0.0
2025-06-21,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Desktop,1112,12,0,29.74,0.0
2025-03-16,YouTube,YouTube - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,689,4,0,0.51,0.0
2025-04-19,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Tablet,1962,29,0,11.61,0.0
2025-04-15,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Mobile,1497,39,0,76.49,0.0
2025-04-08,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,1142,24,0,64.01,0.0
2025-09-29,LinkedIn,LinkedIn - Lead Generation - No,Lead Generation,North America,Mobile,1041,7,0,31.7,0.0
2025-02-26,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Tablet,2114,39,2,57.07,237.88
2025-08-13,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Desktop,1059,13,0,15.43,0.0
2025-10-12,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Mobile,1400,13,0,48.28,0.0
2025-04-05,Instagram,Instagram - Conversion - No,Conversion,North America,Mobile,1409,14,0,5.75,0.0
2025-05-16,YouTube,YouTube - Conversion - Eu,Conversion,Europe,Tablet,1398,5,0,0.77,0.0
2025-10-05,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,2645,71,3,109.14,351.16
2025-03-03,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Mobile,1054,13,0,34.7,0.0
2025-12-18,Email,Email - Conversion - As,Conversion,Asia Pacific,Mobile,819,19,0,2.14,0.0
2025-06-06,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,668,8,0,4.82,0.0
2025-01-27,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Desktop,2731,63,0,128.21,0.0
2025-03-01,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,782,10,0,12.83,0.0
2025-05-11,YouTube,YouTube - Conversion - No,Conversion,North America,Mobile,871,3,0,1.21,0.0
2025-08-07,YouTube,YouTube - Lead Generation - Eu,Lead Generation,Europe,Mobile,767,3,0,1.68,0.0
2025-04-16,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Mobile,3324,33,0,62.26,0.0
2025-12-10,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,2466,70,1,97.66,144.86
2025-10-26,Instagram,Instagram - Retargeting - No,Retargeting,North America,Mobile,840,12,0,12.55,0.0
2025-07-23,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Mobile,1289,17,0,16.65,0.0
2025-10-03,LinkedIn,LinkedIn - Conversion - Eu,Conversion,Europe,Mobile,1464,13,0,65.21,0.0
2025-09-16,YouTube,YouTube - Brand Awareness - No,Brand Awareness,North America,Mobile,1405,7,0,7.55,0.0
2026-01-04,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Desktop,1479,19,0,14.47,0.0
2025-02-21,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,684,8,0,4.88,0.0
2025-04-13,Facebook,Facebook - Retargeting - No,Retargeting,North America,Desktop,1768,25,0,32.55,0.0
2025-07-15,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1190,34,0,76.58,0.0
2025-08-23,Facebook,Facebook - Retargeting - No,Retargeting,North America,Mobile,1549,16,0,27.66,0.0
2025-01-27,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Desktop,1740,56,1,139.09,140.92
2025-07-12,YouTube,YouTube - Lead Generation - LA,Lead Generation,LATAM,Mobile,500,3,0,3.44,0.0
2025-05-07,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Desktop,1324,16,0,7.84,0.0
2025-07-11,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Desktop,2937,48,0,52.84,0.0
2025-08-31,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Mobile,834,8,0,12.2,0.0
2025-05-14,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Mobile,924,9,0,10.43,0.0
2025-06-19,Instagram,Instagram - Retargeting - No,Retargeting,North America,Mobile,1456,18,1,18.23,213.2
2025-11-11,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Desktop,1923,62,3,63.39,671.25
2025-10-10,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Desktop,2027,56,1,95.5,200.87
2025-09-08,LinkedIn,LinkedIn - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,676,6,0,27.82,0.0
2025-01-19,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Mobile,1230,23,1,33.27,146.85
2025-07-29,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Desktop,1252,15,0,9.25,0.0
2025-05-26,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,2684,29,0,64.13,0.0
2025-09-27,Facebook,Facebook - Retargeting - No,Retargeting,North America,Desktop,2262,20,1,24.35,191.22
2025-02-07,LinkedIn,LinkedIn - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1127,10,0,41.17,0.0
2025-11-26,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Desktop,685,10,0,10.49,0.0
2025-02-13,Email,Email - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1491,39,0,-7.98,0.0
2025-01-08,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Desktop,1732,24,0,54.85,0.0
2025-09-04,LinkedIn,LinkedIn - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,779,6,0,27.52,0.0
2025-01-15,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1855,55,1,61.68,154.16
2025-09-28,LinkedIn,LinkedIn - Lead Generation - LA,Lead Generation,LATAM,Mobile,1544,10,0,41.61,0.0
2025-09-19,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Mobile,970,10,0,9.93,0.0
2025-07-18,YouTube,YouTube - Retargeting - LA,Retargeting,LATAM,Desktop,707,3,0,1.78,0.0
2025-08-28,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Desktop,854,10,0,18.85,0.0
2025-09-29,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Desktop,2364,33,0,38.26,0.0
2025-03-13,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Mobile,1083,21,0,23.45,0.0
2025-10-24,Email,Email - Lead Generation - LA,Lead Generation,LATAM,Tablet,984,31,0,-2.14,0.0
2025-11-08,LinkedIn,LinkedIn - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1239,10,0,43.69,0.0
2025-09-14,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Mobile,660,9,0,17.6,0.0
2025-01-30,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,2020,46,1,147.35,78.28
2025-04-28,Email,Email - Conversion - As,Conversion,Asia Pacific,Mobile,1119,33,0,11.98,0.0
2025-03-12,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Mobile,2059,49,1,122.4,201.68
2025-10-19,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,2347,37,1,46.96,161.54
2025-11-06,YouTube,YouTube - Retargeting - LA,Retargeting,LATAM,Desktop,1433,8,0,9.97,0.0
2025-05-27,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Desktop,1640,39,0,77.32,0.0
2025-04-05,LinkedIn,LinkedIn - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1025,4,0,16.92,0.0
2025-11-07,Email,Email - Conversion - Eu,Conversion,Europe,Mobile,1185,18,0,-3.39,0.0
2025-08-20,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Mobile,929,13,0,11.45,0.0
2025-02-08,Email,Email - Retargeting - No,Retargeting,North America,Desktop,1016,25,0,12.34,0.0
2025-04-23,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,2650,62,1,82.42,153.48
2025-05-23,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Mobile,2392,36,0,42.76,0.0
2025-02-15,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Desktop,706,5,0,7.07,0.0
2025-08-08,Facebook,Facebook - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,3435,46,1,53.52,141.71
2025-02-11,YouTube,YouTube - Retargeting - LA,Retargeting,LATAM,Desktop,956,4,0,2.43,0.0
2025-09-15,Instagram,Instagram - Retargeting - No,Retargeting,North America,Mobile,730,7,0,9.33,0.0
2025-06-25,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,2470,40,0,84.93,0.0
2025-08-28,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Desktop,1934,35,0,69.31,0.0
2025-01-22,YouTube,YouTube - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1177,7,0,2.75,0.0
2025-10-06,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Desktop,1310,16,0,17.23,0.0
2025-05-19,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1772,45,0,82.07,0.0
2025-12-12,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Desktop,887,11,0,5.18,0.0
2025-02-09,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Mobile,924,14,0,9.85,0.0
2025-02-12,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1445,50,0,121.46,0.0
2025-02-20,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Mobile,2295,63,3,136.92,524.41
2025-09-20,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Mobile,1520,20,0,28.58,0.0
2025-12-26,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,600,6,0,6.83,0.0
2025-12-20,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Mobile,1260,13,0,5.89,0.0
2025-07-23,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Mobile,1837,35,0,41.25,0.0
2025-04-29,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Tablet,1751,28,0,60.16,0.0
2025-10-17,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Desktop,709,9,0,3.29,0.0
2025-06-27,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Mobile,1773,31,0,7.35,0.0
2025-11-22,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Tablet,2185,62,1,126.1,111.22
2025-08-16,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Mobile,2146,32,1,31.68,170.87
2025-06-27,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Tablet,1964,39,0,64.25,0.0
2025-11-07,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Mobile,2733,47,2,108.1,298.71
2025-02-28,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Mobile,1144,14,0,11.84,0.0
2025-02-01,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Desktop,1381,26,1,23.85,175.15
2025-12-05,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Mobile,1228,18,1,27.67,178.0
2025-07-30,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,361,6,0,10.23,0.0
2025-07-21,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,1300,16,0,10.72,0.0
2025-11-19,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1118,13,0,18.12,0.0
2025-10-05,Google Ads,Google Ads - Conversion - No,Conversion,North America,Desktop,1727,32,0,54.18,0.0
2025-03-08,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,333,3,0,12.6,0.0
2025-10-03,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Mobile,1673,43,2,71.08,261.05
2025-07-14,LinkedIn,LinkedIn - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,340,3,0,11.53,0.0
2025-02-17,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1501,23,0,43.15,0.0
2025-02-02,Email,Email - Conversion - No,Conversion,North America,Mobile,976,23,0,17.12,0.0
2025-09-14,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Mobile,1698,36,1,93.18,164.54
2025-05-03,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,2461,33,0,63.93,0.0
2025-04-04,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Desktop,2148,74,4,160.55,762.06
2025-07-28,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Desktop,829,11,0,12.88,0.0
2025-06-30,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Desktop,2323,34,0,53.62,0.0
2025-08-31,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,1974,32,0,40.66,0.0
2025-09-30,YouTube,YouTube - Brand Awareness - LA,Brand Awareness,LATAM,Tablet,693,4,0,2.5,0.0
2025-08-23,Email,Email - Retargeting - Eu,Retargeting,Europe,Desktop,967,23,1,12.95,178.58
2025-09-20,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1160,29,0,54.77,0.0
2025-10-08,LinkedIn,LinkedIn - Conversion - Eu,Conversion,Europe,Tablet,978,7,0,31.95,0.0
2025-05-24,LinkedIn,LinkedIn - Retargeting - Eu,Retargeting,Europe,Desktop,1010,6,0,27.06,0.0
2025-01-14,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Mobile,1283,9,0,11.3,0.0
2025-03-15,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Mobile,1287,18,0,17.92,0.0
2025-06-20,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Desktop,1281,37,0,65.66,0.0
2025-11-22,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1320,12,0,51.38,0.0
2025-04-09,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Mobile,2387,38,0,64.37,0.0
2025-01-24,Google Ads,Google Ads - Conversion - No,Conversion,North America,Desktop,926,12,0,22.29,0.0
2025-03-03,YouTube,YouTube - Lead Generation - No,Lead Generation,North America,Tablet,1116,7,0,-2.33,0.0
2025-02-06,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,3476,37,1,73.22,172.97
2025-04-14,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1647,23,0,19.63,0.0
2025-11-28,LinkedIn,LinkedIn - Retargeting - No,Retargeting,North America,Mobile,847,8,0,33.35,0.0
2025-03-24,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2135,33,0,63.43,0.0
2025-12-22,YouTube,YouTube - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1135,5,0,4.83,0.0
2025-07-07,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,2370,43,0,55.6,0.0
2025-03-25,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Tablet,1249,16,0,14.85,0.0
2025-05-15,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Mobile,1669,37,0,70.58,0.0
2025-07-15,YouTube,YouTube - Conversion - No,Conversion,North America,Desktop,1603,6,0,0.76,0.0
2025-08-03,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Desktop,1832,21,1,27.34,156.42
2025-12-10,YouTube,YouTube - Retargeting - As,Retargeting,Asia Pacific,Tablet,975,3,0,-0.5,0.0
2025-03-14,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1727,33,0,59.73,0.0
2025-03-01,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Mobile,1470,12,0,45.34,0.0
2025-02-03,YouTube,YouTube - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,829,4,0,2.77,0.0
2025-09-04,YouTube,YouTube - Conversion - LA,Conversion,LATAM,Mobile,1238,6,0,8.13,0.0
2025-06-12,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,2390,33,1,31.47,171.64
2025-10-10,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Mobile,766,13,0,4.09,0.0
2025-07-03,LinkedIn,LinkedIn - Brand Awareness - No,Brand Awareness,North America,Mobile,898,7,0,34.99,0.0
2025-01-17,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,3485,53,1,67.5,144.97
2025-12-02,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1424,36,0,72.06,0.0
2025-01-29,LinkedIn,LinkedIn - Retargeting - LA,Retargeting,LATAM,Desktop,908,7,0,27.97,0.0
2025-04-29,YouTube,YouTube - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1577,6,0,4.29,0.0
2025-02-15,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Tablet,909,9,0,12.4,0.0
2025-08-15,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,1048,12,0,15.28,0.0
2025-11-18,LinkedIn,LinkedIn - Lead Generation - Eu,Lead Generation,Europe,Mobile,496,3,0,16.76,0.0
2025-02-12,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,3461,52,1,34.39,134.07
2025-04-11,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Mobile,491,6,0,6.54,0.0
2025-01-18,Facebook,Facebook - Retargeting - No,Retargeting,North America,Mobile,2698,36,2,77.26,216.25
2025-11-03,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2612,40,0,34.89,0.0
2025-03-22,LinkedIn,LinkedIn - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1101,8,0,36.86,0.0
2025-08-12,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Desktop,1991,57,2,85.93,423.51
2025-06-29,Google Ads,Google Ads - Conversion - No,Conversion,North America,Desktop,2526,33,0,80.74,0.0
2025-01-29,Facebook,Facebook - Conversion - No,Conversion,North America,Desktop,1747,29,0,49.62,0.0
2025-02-16,Google Ads,Google Ads - Conversion - No,Conversion,North America,Tablet,2037,66,1,98.28,164.0
2025-09-28,LinkedIn,LinkedIn - Brand Awareness - As,Brand Awareness,Asia Pacific,Tablet,1101,12,0,49.8,0.0
2025-03-03,YouTube,YouTube - Retargeting - As,Retargeting,Asia Pacific,Mobile,733,3,0,2.01,0.0
2025-10-15,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2171,35,0,55.95,0.0
2025-03-04,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Mobile,2126,28,0,41.03,0.0
2025-04-25,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Desktop,747,11,0,14.01,0.0
2025-10-19,Email,Email - Retargeting - LA,Retargeting,LATAM,Mobile,694,25,1,13.06,178.28
2025-01-30,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,2387,29,0,45.0,0.0
2025-12-13,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,611,8,0,15.81,0.0
2025-01-20,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Desktop,636,5,0,1.75,0.0
2025-04-14,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1144,8,0,34.73,0.0
2025-11-10,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1533,36,0,37.33,0.0
2025-03-16,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Desktop,1191,16,0,11.0,0.0
2025-01-26,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Mobile,2367,62,1,95.4,108.21
2025-09-19,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Desktop,1315,14,0,21.66,0.0
2025-11-17,LinkedIn,LinkedIn - Lead Generation - LA,Lead Generation,LATAM,Mobile,887,8,0,37.5,0.0
2025-04-06,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Mobile,2676,64,3,105.86,494.1
2025-03-01,YouTube,YouTube - Brand Awareness - No,Brand Awareness,North America,Desktop,921,4,0,2.46,0.0
2025-03-20,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,2187,29,0,49.89,0.0
2025-03-08,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Mobile,1508,25,0,46.48,0.0
2025-04-29,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Mobile,915,12,0,24.01,0.0
2025-10-08,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Mobile,777,7,0,9.55,0.0
